date,year,month,city,product_id,product_name,category,sub_category,channel,customer_type,unit_price,sales_qty,revenue,cost,profit,discount,rating
2025-12-09,2025,12,Tebing Tinggi,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,10528977,9,59699299,43310108,16389191,0.37,4.2
2025-04-18,2025,4,Deli Serdang,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,5658055,7,29704788,19291496,10413292,0.25,4.9
2025-04-08,2025,4,Padangsidimpuan,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,8076182,2,14698651,11084418,3614233,0.09,4.5
2025-02-21,2025,2,Sibolga,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17605935,6,61268653,47306351,13962302,0.42,3.8
2025-01-20,2025,1,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,10791992,7,43060048,25902005,17158043,0.43,4.1
2025-02-04,2025,2,Mandailing Natal,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,9109797,11,91189067,69380845,21808222,0.09,4.8
2025-05-20,2025,5,Binjai,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,3143448,7,17163226,13769711,3393515,0.22,4.5
2025-05-26,2025,5,Gunungsitoli,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2791865,2,4411146,2964810,1446336,0.21,4.4
2025-06-09,2025,6,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,5330657,44,197021082,150167842,46853240,0.16,4.2
2025-05-23,2025,5,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2624291,6,12596596,9032665,3563931,0.2,3.5
2025-02-24,2025,2,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12585156,10,117041950,89501318,27540632,0.07,4.0
2025-05-30,2025,5,Padangsidimpuan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,17703146,4,59482570,48113838,11368732,0.16,4.5
2025-10-31,2025,10,Padangsidimpuan,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,16964790,2,22054227,15399729,6654498,0.35,4.8
2025-02-23,2025,2,Asahan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Business,4290629,4,12700261,10169801,2530460,0.26,4.0
2025-02-20,2025,2,Tapanuli Utara,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4564063,11,40665801,24766988,15898813,0.19,4.9
2025-06-09,2025,6,Langkat,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,7573648,14,71040818,53611446,17429372,0.33,4.5
2025-10-13,2025,10,Mandailing Natal,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Business,4771801,3,11452322,7128991,4323331,0.2,4.0
2025-06-25,2025,6,Karo,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4946913,16,47490364,28989333,18501031,0.4,4.5
2025-07-14,2025,7,Asahan,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,5696610,12,46484337,34770001,11714336,0.32,3.7
2025-10-20,2025,10,Karo,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5522993,6,24190709,17241642,6949067,0.27,4.8
2025-01-17,2025,1,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4200257,2,7812478,6183801,1628677,0.07,4.5
2025-07-28,2025,7,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5952268,1,2976134,2335372,640762,0.5,4.0
2025-03-02,2025,3,Karo,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,11284083,9,82260965,63037773,19223192,0.19,4.9
2025-11-11,2025,11,Simalungun,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,11736320,7,64901849,48970770,15931079,0.21,3.9
2025-07-03,2025,7,Mandailing Natal,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Business,2510173,3,4744226,3865744,878482,0.37,3.5
2025-10-08,2025,10,Sibolga,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,13007775,2,22893684,18247005,4646679,0.12,5.0
2025-08-16,2025,8,Asahan,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,8346227,4,31381813,23272915,8108898,0.06,4.2
2025-01-05,2025,1,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2755039,8,18293458,11877210,6416248,0.17,4.2
2025-01-28,2025,1,Mandailing Natal,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10926904,13,122162786,97922919,24239867,0.14,4.9
2025-05-06,2025,5,Tebing Tinggi,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,16688529,1,13851479,8500270,5351209,0.17,4.5
2025-03-04,2025,3,Tapanuli Utara,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,16042492,20,259888370,211746136,48142234,0.19,4.6
2025-12-23,2025,12,Tebing Tinggi,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4493173,4,12940338,10430515,2509823,0.28,4.7
2025-03-23,2025,3,Gunungsitoli,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,15138212,9,106270248,70192948,36077300,0.22,4.8
2025-10-04,2025,10,Karo,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3096925,13,30195018,20119936,10075082,0.25,4.6
2025-05-28,2025,5,Binjai,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,6495460,4,15589104,11610654,3978450,0.4,3.6
2025-08-08,2025,8,Karo,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,16255229,7,71685559,43096704,28588855,0.37,4.1
2025-11-25,2025,11,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16493138,5,64323238,47188832,17134406,0.22,4.2
2025-01-19,2025,1,Tebing Tinggi,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17618034,6,72938660,55128163,17810497,0.31,4.2
2025-09-18,2025,9,Tanjungbalai,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,5637702,43,230300126,156714363,73585763,0.05,3.8
2025-10-02,2025,10,Pematangsiantar,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,9653418,7,49328965,34768953,14560012,0.27,3.9
2025-12-13,2025,12,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12175600,1,6087800,4313525,1774275,0.5,4.3
2025-02-13,2025,2,Binjai,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13740751,8,70352645,54100634,16252011,0.36,4.7
2025-07-22,2025,7,Tebing Tinggi,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,15104152,30,339843420,261108203,78735217,0.25,4.4
2025-11-19,2025,11,Binjai,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,7168115,6,32256517,22197826,10058691,0.25,3.5
2025-03-04,2025,3,Padangsidimpuan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3360818,12,35490238,28688712,6801526,0.12,4.4
2025-11-17,2025,11,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Business,3900949,8,21845314,17223996,4621318,0.3,4.3
2025-12-05,2025,12,Tapanuli Utara,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6612172,20,78023629,52945302,25078327,0.41,4.7
2025-08-28,2025,8,Gunungsitoli,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,17900618,10,137834758,84996276,52838482,0.23,4.2
2025-04-23,2025,4,Sibolga,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,6346670,26,153462480,102844357,50618123,0.07,3.8
2025-10-30,2025,10,Tapanuli Utara,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,6097404,13,59449689,37811036,21638653,0.25,4.3
2025-03-21,2025,3,Deli Serdang,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Business,2639196,10,19002211,14498291,4503920,0.28,4.7
2025-04-18,2025,4,Simalungun,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17209945,8,94998896,59921905,35076991,0.31,4.4
2025-06-25,2025,6,Padangsidimpuan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,19013002,13,155716486,99036370,56680116,0.37,4.5
2025-04-09,2025,4,Mandailing Natal,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16584424,5,72971465,44714674,28256791,0.12,4.2
2025-03-13,2025,3,Tapanuli Utara,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Individual,9491009,47,365783486,265560732,100222754,0.18,5.0
2025-12-07,2025,12,Padangsidimpuan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16596202,23,282467358,215377223,67090135,0.26,4.6
2025-06-25,2025,6,Karo,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,5966668,18,69810015,45767617,24042398,0.35,3.5
2025-01-12,2025,1,Mandailing Natal,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17430927,7,78090552,54637472,23453080,0.36,4.4
2025-07-26,2025,7,Mandailing Natal,DT-1002,Laptop Air,Electronics,Laptop,Online,Business,11292651,1,5646325,4566031,1080294,0.5,4.3
2025-03-23,2025,3,Karo,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,15961461,7,75976554,47119584,28856970,0.32,4.6
2025-04-27,2025,4,Tebing Tinggi,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,12415403,42,479731171,342919347,136811824,0.08,4.7
2025-08-29,2025,8,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,15227163,11,150748913,107705354,43043559,0.1,4.2
2025-05-03,2025,5,Medan,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Business,6951229,43,277979647,201588591,76391056,0.07,4.9
2025-06-07,2025,6,Simalungun,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Business,14465138,57,692590807,549005543,143585264,0.16,3.7
2025-12-28,2025,12,Gunungsitoli,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,7350370,6,34840753,25818960,9021793,0.21,4.8
2025-02-03,2025,2,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12433205,6,69377283,53029824,16347459,0.07,4.4
2025-10-09,2025,10,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,12960720,11,116905694,73321569,43584125,0.18,3.5
2025-12-05,2025,12,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11877943,1,7958221,5610317,2347904,0.33,4.9
2025-05-20,2025,5,Karo,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Business,4123510,7,26844050,18835123,8008927,0.07,4.0
2025-12-31,2025,12,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,14395018,3,25479181,18616681,6862500,0.41,4.7
2025-01-23,2025,1,Karo,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,13591861,24,303370337,220562300,82808037,0.07,4.1
2025-11-16,2025,11,Pematangsiantar,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,17490122,12,165806356,133922647,31883709,0.21,4.2
2025-03-23,2025,3,Medan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,15473497,3,35279573,27479452,7800121,0.24,4.7
2025-11-17,2025,11,Tanjungbalai,DT-1002,Laptop Air,Electronics,Laptop,Online,Business,13794878,1,10760004,6962459,3797545,0.22,3.8
2025-05-15,2025,5,Asahan,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,9822664,3,23279713,16738578,6541135,0.21,3.7
2025-06-24,2025,6,Sibolga,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,9508544,18,118096116,92074918,26021198,0.31,4.3
2025-08-17,2025,8,Karo,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,10716654,3,27005968,21870704,5135264,0.16,4.4
2025-01-20,2025,1,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Individual,9413129,50,461243321,325736597,135506724,0.02,3.7
2025-08-09,2025,8,Binjai,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13882269,1,8329361,5495967,2833394,0.4,3.7
2025-02-16,2025,2,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Individual,10061088,28,259173626,193295131,65878495,0.08,4.8
2025-04-18,2025,4,Simalungun,DT-1002,Laptop Air,Electronics,Laptop,Retail,Business,13492147,11,136540527,99481638,37058889,0.08,4.3
2025-03-27,2025,3,Deli Serdang,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,12250925,4,28422146,22433817,5988329,0.42,4.6
2025-12-28,2025,12,Medan,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Business,18484984,31,464157948,349548950,114608998,0.19,3.7
2025-01-04,2025,1,Langkat,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,5798643,10,53927379,40658388,13268991,0.07,4.5
2025-10-29,2025,10,Mandailing Natal,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,10610923,2,15491947,12452411,3039536,0.27,4.2
2025-09-30,2025,9,Padangsidimpuan,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Business,11846915,8,79611268,59543317,20067951,0.16,4.3
2025-12-28,2025,12,Medan,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Business,3986575,25,67771775,45203523,22568252,0.32,4.3
2025-06-08,2025,6,Pematangsiantar,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,16680901,9,75064054,58481872,16582182,0.5,3.8
2025-03-02,2025,3,Langkat,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,10766925,2,14858356,11200691,3657665,0.31,4.1
2025-02-23,2025,2,Tapanuli Utara,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,19554167,3,45756750,28107984,17648766,0.22,3.6
2025-05-07,2025,5,Langkat,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Individual,9017335,11,95223057,58672998,36550059,0.04,4.3
2025-04-16,2025,4,Gunungsitoli,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,3479933,48,157014576,114603694,42410882,0.06,4.8
2025-04-29,2025,4,Mandailing Natal,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,15011503,8,90069018,58939801,31129217,0.25,4.4
2025-05-26,2025,5,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,5227216,14,59276629,45616954,13659675,0.19,4.5
2025-02-07,2025,2,Pematangsiantar,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,14254394,39,505888443,397267255,108621188,0.09,4.4
2025-01-07,2025,1,Padangsidimpuan,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,12333082,10,104831197,78527820,26303377,0.15,3.5
2025-03-20,2025,3,Asahan,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17128996,2,17128996,10880841,6248155,0.5,4.6
2025-08-24,2025,8,Tanjungbalai,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,15364587,4,35031258,27174875,7856383,0.43,4.0
2025-06-10,2025,6,Karo,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,9462635,15,117809805,93341841,24467964,0.17,4.0
2025-07-31,2025,7,Deli Serdang,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,14585897,4,29171794,20411517,8760277,0.5,4.9
2025-04-09,2025,4,Mandailing Natal,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3823269,8,28445121,21608515,6836606,0.07,3.9
2025-09-27,2025,9,Tanjungbalai,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,8027034,5,33713542,25558959,8154583,0.16,3.7
2025-03-06,2025,3,Pematangsiantar,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,11956267,17,164637796,125344211,39293585,0.19,3.9
2025-05-17,2025,5,Simalungun,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2477335,7,14566729,10337860,4228869,0.16,4.1
2025-02-20,2025,2,Gunungsitoli,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,11463642,10,105465506,84136745,21328761,0.08,3.6
2025-12-03,2025,12,Gunungsitoli,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,19310961,18,236366162,166205457,70160705,0.32,4.8
2025-01-14,2025,1,Pematangsiantar,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2821101,5,8040137,4885404,3154733,0.43,4.6
2025-11-27,2025,11,Simalungun,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3964497,13,45353845,35196221,10157624,0.12,3.9
2025-12-17,2025,12,Asahan,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,13883694,28,322657048,195353171,127303877,0.17,3.5
2025-02-03,2025,2,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,15286966,11,134525300,108930529,25594771,0.2,5.0
2025-09-11,2025,9,Karo,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3523065,11,31390509,25460271,5930238,0.19,5.0
2025-03-31,2025,3,Tapanuli Utara,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6103625,9,45594078,28170125,17423953,0.17,4.7
2025-08-29,2025,8,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,6140338,15,81052461,64416770,16635691,0.12,3.7
2025-12-02,2025,12,Medan,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Business,2415356,5,7608371,5121744,2486627,0.37,3.7
2025-08-09,2025,8,Pematangsiantar,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,4098437,8,18688872,12383899,6304973,0.43,4.1
2025-12-26,2025,12,Medan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,4711148,8,22990402,13884200,9106202,0.39,4.4
2025-04-07,2025,4,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11503564,7,58783212,43547318,15235894,0.27,4.8
2025-07-25,2025,7,Tebing Tinggi,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,10381299,11,62806858,47936517,14870341,0.45,3.8
2025-11-26,2025,11,Asahan,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,4306027,11,43576993,26964211,16612782,0.08,4.3
2025-03-08,2025,3,Mandailing Natal,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10392241,19,138216805,87543712,50673093,0.3,4.6
2025-01-18,2025,1,Simalungun,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13527087,4,43286678,26437428,16849250,0.2,4.3
2025-09-28,2025,9,Karo,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6261031,9,47896887,35063720,12833167,0.15,4.9
2025-12-31,2025,12,Binjai,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,16351768,28,334230137,231117985,103112152,0.27,4.5
2025-01-06,2025,1,Padangsidimpuan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2593803,3,7003268,4887327,2115941,0.1,4.2
2025-02-20,2025,2,Mandailing Natal,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,14251150,5,58429715,39830674,18599041,0.18,3.8
2025-10-02,2025,10,Asahan,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,5039459,2,9474182,6198115,3276067,0.06,3.9
2025-10-12,2025,10,Karo,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Business,3802220,40,146005248,102879891,43125357,0.04,4.7
2025-05-02,2025,5,Mandailing Natal,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Business,4466411,4,13577889,9903363,3674526,0.24,4.7
2025-08-08,2025,8,Tebing Tinggi,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,11274736,17,180170281,121191071,58979210,0.06,4.1
2025-03-14,2025,3,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2139855,8,13181506,9629748,3551758,0.23,4.1
2025-01-10,2025,1,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12702742,7,54240708,35837289,18403419,0.39,4.2
2025-01-21,2025,1,Tapanuli Utara,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,18119613,42,722972558,509837925,213134633,0.05,4.7
2025-10-04,2025,10,Gunungsitoli,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16542767,2,26137571,20640224,5497347,0.21,4.2
2025-10-27,2025,10,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Retail,Business,12652222,12,136643997,88975975,47668022,0.1,4.2
2025-08-24,2025,8,Karo,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,4835164,25,114835145,92004795,22830350,0.05,4.4
2025-03-23,2025,3,Pematangsiantar,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3204973,6,16153063,10493608,5659455,0.16,3.6
2025-02-28,2025,2,Pematangsiantar,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,10257219,4,34464255,27991612,6472643,0.16,4.1
2025-03-03,2025,3,Mandailing Natal,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,6849064,1,4657363,3379449,1277914,0.32,4.0
2025-12-19,2025,12,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13774310,10,70248981,51682684,18566297,0.49,4.3
2025-12-09,2025,12,Tapanuli Utara,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Business,8657494,12,67528453,46858572,20669881,0.35,3.8
2025-03-29,2025,3,Simalungun,DT-1002,Laptop Air,Electronics,Laptop,Retail,Business,13527825,20,175861725,121463379,54398346,0.35,4.0
2025-05-13,2025,5,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,15634985,2,28455672,17567953,10887719,0.09,4.0
2025-06-11,2025,6,Simalungun,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Individual,12542904,78,763110279,613764375,149345904,0.22,4.8
2025-04-12,2025,4,Tebing Tinggi,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,13735964,14,167304041,124577558,42726483,0.13,4.7
2025-12-06,2025,12,Simalungun,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,11044026,7,59527300,41414591,18112709,0.23,4.2
2025-01-29,2025,1,Tapanuli Utara,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,9315348,1,6986511,4946204,2040307,0.25,4.5
2025-03-28,2025,3,Medan,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,11290375,15,118548937,79510597,39038340,0.3,4.4
2025-02-28,2025,2,Simalungun,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,6013067,36,199152779,149529860,49622919,0.08,4.8
2025-05-02,2025,5,Tebing Tinggi,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16691500,7,108661665,71281836,37379829,0.07,5.0
2025-08-01,2025,8,Langkat,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,3501971,43,143055515,105869458,37186057,0.05,4.3
2025-11-24,2025,11,Langkat,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,18126303,2,28639558,22831814,5807744,0.21,4.8
2025-11-29,2025,11,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3384484,4,9882693,7555952,2326741,0.27,4.9
2025-09-02,2025,9,Simalungun,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3803599,4,13692956,10990753,2702203,0.1,4.9
2025-05-05,2025,5,Deli Serdang,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,15146568,1,11359926,8771686,2588240,0.25,4.0
2025-10-03,2025,10,Tanjungbalai,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12412417,4,35251264,26863901,8387363,0.29,3.6
2025-10-17,2025,10,Medan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11939403,4,40116394,29845144,10271250,0.16,3.6
2025-04-09,2025,4,Padangsidimpuan,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,2173376,32,63288709,39302508,23986201,0.09,4.7
2025-05-01,2025,5,Langkat,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,5874570,3,13570256,10549383,3020873,0.23,4.4
2025-04-18,2025,4,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2893178,5,10849417,6587394,4262023,0.25,3.7
2025-08-02,2025,8,Tanjungbalai,DT-1002,Laptop Air,Electronics,Laptop,Online,Business,13448263,2,18827568,13966766,4860802,0.3,5.0
2025-02-13,2025,2,Medan,DT-3001,Tablet Plus,Electronics,Tablet,Online,Business,5382808,2,8074212,6551029,1523183,0.25,4.1
2025-03-10,2025,3,Gunungsitoli,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,12616804,1,7822418,5833809,1988609,0.38,4.3
2025-03-06,2025,3,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,3782937,12,37678052,24592299,13085753,0.17,4.4
2025-01-15,2025,1,Tebing Tinggi,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,5819697,6,27236181,17242487,9993694,0.22,4.3
2025-10-19,2025,10,Simalungun,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,5385425,11,56277691,37362164,18915527,0.05,4.2
2025-04-17,2025,4,Tanjungbalai,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,12389843,34,408617022,245354397,163262625,0.03,4.6
2025-07-07,2025,7,Deli Serdang,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Business,5032710,20,75490650,47850293,27640357,0.25,3.6
2025-01-18,2025,1,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2836416,10,25244102,20600619,4643483,0.11,4.7
2025-09-13,2025,9,Padangsidimpuan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Business,5027688,7,27803114,22713374,5089740,0.21,3.9
2025-11-01,2025,11,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,10973284,8,63206115,51247741,11958374,0.28,3.5
2025-06-01,2025,6,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3521419,4,10564257,8468425,2095832,0.25,3.5
2025-07-04,2025,7,Padangsidimpuan,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4429956,2,6201938,4354123,1847815,0.3,3.8
2025-06-18,2025,6,Medan,DT-2001,Smartphone X,Electronics,Smartphone,Online,Business,8357958,10,41789790,31247432,10542358,0.5,4.5
2025-03-27,2025,3,Deli Serdang,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,6033688,18,77110532,52350126,24760406,0.29,4.1
2025-09-28,2025,9,Sibolga,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,8388491,13,100326352,76482096,23844256,0.08,4.4
2025-01-12,2025,1,Tebing Tinggi,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10202896,10,91826064,71240303,20585761,0.1,4.0
2025-03-07,2025,3,Sibolga,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12074702,12,115917139,85522354,30394785,0.2,3.8
2025-09-29,2025,9,Tanjungbalai,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Business,6103701,1,3784294,2871925,912369,0.38,3.9
2025-01-18,2025,1,Tanjungbalai,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,18263206,27,478313365,337460696,140852669,0.03,4.5
